id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
5430,PGRO,medium_airport,Rota International Airport,14.1743,145.242996,607,OC,MP,MP-U-A,Rota Island,yes,PGRO,ROP,GRO,NA,https://en.wikipedia.org/wiki/Rota_International_Airport,NA
5431,PGSN,medium_airport,Saipan International Airport,15.119,145.729004,215,OC,MP,MP-U-A,Saipan Island,yes,PGSN,SPN,GSN,NA,https://en.wikipedia.org/wiki/Saipan_International_Airport,Francisco C. Ada
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,298,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",yes,PGUM,GUM,GUM,http://www.guamairport.com/,https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Agana
308633,PH-0001,large_airport,Laguindingan Airport,8.612203,124.456496,190,AS,PH,PH-MSR,Cagayan de Oro,yes,RPMY,CGY,NA,http://laguindinganinternationalairport.com/,https://en.wikipedia.org/wiki/Laguindingan_International_Airport,"CGY,Laguindingan,IGN,RPML"
325947,PH-0073,large_airport,Cagayan North International Airport,18.182388,121.745853,148,AS,PH,PH-CAG,Lal-lo,yes,RPLH,LLC,NA,NA,https://en.wikipedia.org/wiki/Cagayan_North_International_Airport,"Northern Cagayan, Lal-lo"
5444,PHHN,medium_airport,Hana Airport,20.79560089111328,-156.01400756835938,78,NA,US,US-HI,Hana,yes,PHHN,HNM,HNM,NA,https://en.wikipedia.org/wiki/Hana_Airport,NA
5446,PHJH,medium_airport,Kapalua Airport,20.962900161743164,-156.67300415039062,256,NA,US,US-HI,Lahaina,yes,PHJH,JHM,JHM,NA,https://en.wikipedia.org/wiki/Kapalua_Airport,NA
5448,PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,47,NA,US,US-HI,Kailua-Kona,yes,PHKO,KOA,KOA,NA,https://en.wikipedia.org/wiki/Kona_International_Airport,NA
5449,PHLI,medium_airport,Lihue Airport,21.97599983215332,-159.33900451660156,153,NA,US,US-HI,Lihue,yes,PHLI,LIH,LIH,NA,https://en.wikipedia.org/wiki/Lihu'e_Airport,NA
5450,PHMK,medium_airport,Molokai Airport,21.15290069580078,-157.0959930419922,454,NA,US,US-HI,Kaunakakai,yes,PHMK,MKK,MKK,NA,https://en.wikipedia.org/wiki/Molokai_Airport,NA
5451,PHMU,medium_airport,Waimea Kohala Airport,20.001301,-155.667999,2671,NA,US,US-HI,Waimea (Kamuela),yes,PHMU,MUE,MUE,NA,https://en.wikipedia.org/wiki/Waimea-Kohala_Airport,NA
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,NA,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
5454,PHNY,medium_airport,Lanai Airport,20.785600662231445,-156.9510040283203,1308,NA,US,US-HI,Lanai City,yes,PHNY,LNY,LNY,NA,https://en.wikipedia.org/wiki/Lanai_Airport,NA
5455,PHOG,medium_airport,Kahului Airport,20.8986,-156.429993,54,NA,US,US-HI,Kahului,yes,PHOG,OGG,OGG,NA,https://en.wikipedia.org/wiki/Kahului_Airport,NA
5457,PHTO,medium_airport,Hilo International Airport,19.721399307250977,-155.04800415039062,38,NA,US,US-HI,Hilo,yes,PHTO,ITO,ITO,NA,https://en.wikipedia.org/wiki/Hilo_International_Airport,NA
5488,PKMJ,medium_airport,Marshall Islands International Airport,7.064760208129883,171.27200317382812,6,OC,MH,MH-MAJ,Majuro Atoll,yes,PKMJ,MAJ,MAJ,NA,https://en.wikipedia.org/wiki/Marshall_Islands_International_Airport,NA
43226,PKSA,medium_airport,Kaieteur International Airport,5.17275476456,-59.491481781,1520,SA,GY,GY-PT,Kaieteur Falls,yes,SYKA,KAI,NA,NA,https://en.wikipedia.org/wiki/Kaieteur_International_Airport,NA
5490,PKWA,medium_airport,Bucholz Army Air Field,8.720120429992676,167.73199462890625,9,OC,MH,MH-KWA,Kwajalein,yes,PKWA,KWA,KWA,NA,https://en.wikipedia.org/wiki/Bucholz_Army_Airfield,NA
5493,PLCH,medium_airport,Cassidy International Airport,1.9861600399017334,-157.35000610351562,5,OC,KI,KI-L,Banana,yes,PLCH,CXI,NA,NA,https://en.wikipedia.org/wiki/Cassidy_International_Airport,Christmas Island
5499,PTKK,medium_airport,Chuuk International Airport,7.461870193481445,151.84300231933594,11,OC,FM,FM-TRK,Weno Island,yes,PTKK,TKK,TKK,NA,https://en.wikipedia.org/wiki/Chuuk_International_Airport,NA
5500,PTPN,medium_airport,Pohnpei International Airport,6.985099792480469,158.20899963378906,10,OC,FM,FM-PNI,Pohnpei Island,yes,PTPN,PNI,PNI,NA,https://en.wikipedia.org/wiki/Pohnpei_International_Airport,Ponape
5501,PTRO,medium_airport,Babelthuap Airport,7.36731,134.544236,176,OC,PW,PW-004,Babelthuap Island,yes,PTRO,ROR,ROR,NA,https://en.wikipedia.org/wiki/Palau_International_Airport,NA
5502,PTSA,medium_airport,Kosrae International Airport,5.35698,162.957993,11,OC,FM,FM-KSA,Okat,yes,PTSA,KSA,TTK,NA,https://en.wikipedia.org/wiki/Kosrae_International_Airport,Caroline Islands Airport
5503,PTYA,medium_airport,Yap International Airport,9.49891,138.082993,91,OC,FM,FM-YAP,Yap Island,yes,PTYA,YAP,T11,NA,https://en.wikipedia.org/wiki/Yap_International_Airport,NA
5510,RCBS,large_airport,Kinmen Airport,24.4279,118.359001,93,AS,TW,TW-X-KM,Shang-I,yes,RCBS,KNH,NA,http://www.kma.gov.tw/,https://en.wikipedia.org/wiki/Kinmen_Airport,"Shang Yi Airport, 金門尚義機場, 金门尚义机场, Jīnmén Shàngyì jīchǎng"
5513,RCFG,medium_airport,Matsu Nangan Airport,26.1598,119.958,232,AS,TW,TW-X-LK,Matsu (Nangan),yes,RCFG,LZN,NA,http://www.tsa.gov.tw/tsaLZN/zh/home.aspx,https://en.wikipedia.org/wiki/Matsu_Nangan_Airport,Matsu Islands
5514,RCFN,medium_airport,Taitung Airport,22.7549991607666,121.10199737548828,143,AS,TW,TW-TTT,Taitung City,yes,RCFN,TTT,NA,NA,https://en.wikipedia.org/wiki/Taitung_Airport,"Fengnin Airport, 台東機場"
5516,RCKH,large_airport,Kaohsiung International Airport,22.577101,120.349998,31,AS,TW,TW-KHH,Kaohsiung (Xiaogang),yes,RCKH,KHH,NA,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
5517,RCKU,medium_airport,Chiayi Airport,23.46179962158203,120.39299774169922,85,AS,TW,TW-CYQ,Chiayi City,yes,RCKU,CYI,NA,http://www.cya.gov.tw/web/english/index.asp,https://en.wikipedia.org/wiki/Chiayi_Airport,"Shueishang Airport, 嘉義航空站, 水上機場"
5518,RCKW,medium_airport,Hengchun Airport,22.041099548339844,120.7300033569336,46,AS,TW,TW-PIF,Hengchung,yes,RCKW,HCN,NA,NA,https://en.wikipedia.org/wiki/Hengchun_Airport,NA
5519,RCLY,medium_airport,Lanyu Airport,22.027000427246094,121.53500366210938,44,AS,TW,TW-TTT,Orchid Island,yes,RCLY,KYD,NA,NA,https://en.wikipedia.org/wiki/Lanyu_Airport,Lanyu Auxiliary Station
5520,RCMQ,medium_airport,Taichung International Airport / Ching Chuang Kang Air Base,24.2647,120.621002,663,AS,TW,TW-TXG,Taichung (Qingshui),yes,RCMQ,RMQ,NA,http://www.tca.gov.tw/English/Introduction.htm,https://en.wikipedia.org/wiki/Taichung_Airport,臺中清泉崗機場
5521,RCMT,medium_airport,Matsu Beigan Airport,26.224199,120.002998,41,AS,TW,TW-X-LK,Matsu (Beigan),yes,RCMT,MFK,NA,http://www.tsa.gov.tw/tsaMFK/en/page.aspx?id=1174,https://en.wikipedia.org/wiki/Matsu_Beigan_Airport,Matsu Islands
5522,RCNN,medium_airport,Tainan International Airport / Tainan Air Base,22.950399,120.206001,63,AS,TW,TW-TNN,Tainan (Rende),yes,RCNN,TNN,NA,http://www.tna.gov.tw/,https://en.wikipedia.org/wiki/Tainan_Airport,"臺南機場, 臺南航空站"
5524,RCQC,medium_airport,Makung Airport,23.568701,119.627998,103,AS,TW,TW-PEN,Huxi,yes,RCQC,MZG,NA,http://www.mkport.gov.tw/english/,https://en.wikipedia.org/wiki/Makung_Airport,Magong
5526,RCSQ,medium_airport,Pingtung North Airport,22.700199127197266,120.48200225830078,97,AS,TW,TW-PIF,Pingtung,yes,RCSQ,PIF,NA,NA,https://en.wikipedia.org/wiki/Pingtung_Airport,NA
5527,RCSS,medium_airport,Taipei Songshan Airport,25.069400787353516,121.552001953125,18,AS,TW,TW-TPE,Taipei City,yes,RCSS,TSA,NA,http://www.tsa.gov.tw/,https://en.wikipedia.org/wiki/Taipei_Songshan_Airport,"Sungshan Airport, 台北松山機場, 臺北松山機場"
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,AS,TW,TW-TAO,Taipei,yes,RCTP,TPE,NA,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taiwan Taoyuan International Airport, 臺灣桃園國際機場"
5530,RCYU,medium_airport,Hualien Airport,24.023099899291992,121.61799621582031,52,AS,TW,TW-HUA,Hualien City,yes,RCYU,HUN,NA,http://www.hulairport.gov.tw/,https://en.wikipedia.org/wiki/Hualien_Airport,花蓮機場
5531,RJAA,large_airport,Narita International Airport,35.764702,140.386002,141,AS,JP,JP-12,Tokyo / Narita,yes,RJAA,NRT,NA,NA,https://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo Narita Airport, New Tokyo International Airport"
5532,RJAF,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,2182,AS,JP,JP-20,Matsumoto,yes,RJAF,MMJ,NA,http://www.matsumoto-airport.co.jp/,https://en.wikipedia.org/wiki/Matsumoto_Airport,NA
5533,RJAH,medium_airport,Ibaraki Airport / JASDF Hyakuri Air Base,36.181099,140.414993,105,AS,JP,JP-08,Omitama,yes,RJAH,IBR,NA,NA,https://en.wikipedia.org/wiki/Hyakuri_Airfield,"ibaraki, hyakuri"
5536,RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26,AS,JP,JP-27,Izumisano,yes,RJBB,KIX,NA,http://www.kansai-airport.or.jp/en/index.asp,https://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
5537,RJBD,medium_airport,Nanki Shirahama Airport,33.6622009277,135.363998413,298,AS,JP,JP-30,Shirahama,yes,RJBD,SHM,NA,NA,https://en.wikipedia.org/wiki/Nanki-Shirahama_Airport,NA
5538,RJBE,medium_airport,Kobe Airport,34.6328010559082,135.2239990234375,22,AS,JP,JP-28,Kobe,yes,RJBE,UKB,NA,NA,https://en.wikipedia.org/wiki/Kobe_Airport,NA
5543,RJCB,medium_airport,Tokachi-Obihiro Airport,42.7332992554,143.216995239,505,AS,JP,JP-01,Obihiro,yes,RJCB,OBO,NA,NA,https://en.wikipedia.org/wiki/Obihiro_Airport,NA
5544,RJCC,large_airport,New Chitose Airport,42.77519989013672,141.69200134277344,82,AS,JP,JP-01,Chitose / Tomakomai,yes,RJCC,CTS,NA,http://www.new-chitose-airport.jp/language/english/,https://en.wikipedia.org/wiki/New_Chitose_Airport,NA
5545,RJCH,medium_airport,Hakodate Airport,41.7700004578,140.822006226,151,AS,JP,JP-01,Hakodate,yes,RJCH,HKD,NA,NA,https://en.wikipedia.org/wiki/Hakodate_Airport,NA
5547,RJCK,medium_airport,Kushiro Airport,43.041000366199995,144.192993164,327,AS,JP,JP-01,Kushiro,yes,RJCK,KUH,NA,NA,https://en.wikipedia.org/wiki/Kushiro_Airport,NA
5548,RJCM,medium_airport,Memanbetsu Airport,43.8805999756,144.164001465,135,AS,JP,JP-01,Ōzora,yes,RJCM,MMB,NA,NA,https://en.wikipedia.org/wiki/Memanbetsu_Airport,NA
5549,RJCN,medium_airport,Nakashibetsu Airport,43.5774993896,144.960006714,234,AS,JP,JP-01,Nakashibetsu,yes,RJCN,SHB,NA,NA,https://en.wikipedia.org/wiki/Nakashibetsu_Airport,NA
5550,RJCO,medium_airport,Sapporo Okadama Airport,43.117447,141.38134,25,AS,JP,JP-01,Sapporo,yes,RJCO,OKD,NA,NA,https://en.wikipedia.org/wiki/Okadama_Airport,"RJCO, OKD, Sapporo, Okadama"
5552,RJCW,medium_airport,Wakkanai Airport,45.4042015076,141.800994873,30,AS,JP,JP-01,Wakkanai,yes,RJCW,WKJ,NA,NA,https://en.wikipedia.org/wiki/Wakkanai_Airport,NA
5554,RJDB,medium_airport,Iki Airport,33.7490005493,129.785003662,41,AS,JP,JP-42,Iki,yes,RJDB,IKI,NA,NA,https://en.wikipedia.org/wiki/Iki_Airport,NA
5555,RJDC,medium_airport,Yamaguchi Ube Airport,33.930000305200004,131.279006958,23,AS,JP,JP-35,Ube,yes,RJDC,UBJ,NA,NA,https://en.wikipedia.org/wiki/Yamaguchi_Ube_Airport,NA
5556,RJDT,medium_airport,Tsushima Airport,34.2849006653,129.330993652,213,AS,JP,JP-42,Tsushima,yes,RJDT,TSJ,NA,NA,https://en.wikipedia.org/wiki/Tsushima_Airport,NA
5557,RJEB,medium_airport,Monbetsu Airport,44.303901672399995,143.404006958,80,AS,JP,JP-01,Monbetsu,yes,RJEB,MBE,NA,NA,https://en.wikipedia.org/wiki/Monbetsu_Airport,NA
5558,RJEC,medium_airport,Asahikawa Airport,43.670799,142.447006,721,AS,JP,JP-01,Asahikawa,yes,RJEC,AKJ,NA,NA,https://en.wikipedia.org/wiki/Asahikawa_Airport,NA
5559,RJEO,medium_airport,Okushiri Airport,42.0717010498,139.432998657,161,AS,JP,JP-01,Okushiri Island,yes,RJEO,OIR,NA,NA,https://en.wikipedia.org/wiki/Okushiri_Airport,NA
5560,RJER,medium_airport,Rishiri Airport,45.2420005798,141.186004639,112,AS,JP,JP-01,Rishiri,yes,RJER,RIS,NA,NA,https://en.wikipedia.org/wiki/Rishiri_Airport,NA
5563,RJFE,medium_airport,Fukue Airport,32.66630172729492,128.83299255371094,273,AS,JP,JP-42,Goto,yes,RJFE,FUJ,NA,NA,https://en.wikipedia.org/wiki/Goto-Fukue_Airport,NA
5564,RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.4510040283203,32,AS,JP,JP-40,Fukuoka,yes,RJFF,FUK,NA,http://www.fuk-ab.co.jp/english/frame_index.html,https://en.wikipedia.org/wiki/Fukuoka_Airport,Itazuke Air Base
5565,RJFG,medium_airport,New Tanegashima Airport,30.605100631699997,130.990997314,768,AS,JP,JP-46,Tanegashima,yes,RJFG,TNE,NA,NA,https://en.wikipedia.org/wiki/New_Tanegashima_Airport,NA
5566,RJFK,large_airport,Kagoshima Airport,31.80340003967285,130.718994140625,906,AS,JP,JP-46,Kagoshima,yes,RJFK,KOJ,NA,NA,https://en.wikipedia.org/wiki/Kagoshima_Airport,NA
5567,RJFM,medium_airport,Miyazaki Airport,31.877199173,131.449005127,20,AS,JP,JP-45,Miyazaki,yes,RJFM,KMI,NA,NA,https://en.wikipedia.org/wiki/Miyazaki_Airport,NA
5569,RJFO,medium_airport,Oita Airport,33.479400634799994,131.736999512,19,AS,JP,JP-44,Oita,yes,RJFO,OIT,NA,NA,https://en.wikipedia.org/wiki/Oita_Airport,NA
5570,RJFR,medium_airport,Kitakyushu Airport,33.845901,131.035004,21,AS,JP,JP-40,Kitakyushu,yes,RJFR,KKJ,NA,NA,https://en.wikipedia.org/wiki/New_Kitakyushu_Airport,"kitakyushu, kokuraminami"
5571,RJFS,medium_airport,Saga Airport,33.149700164799995,130.302001953,6,AS,JP,JP-41,Saga,yes,RJFS,HSG,NA,NA,https://en.wikipedia.org/wiki/Saga_Airport,NA
5572,RJFT,medium_airport,Kumamoto Airport,32.83729934692383,130.85499572753906,642,AS,JP,JP-43,Kumamoto,yes,RJFT,KMJ,NA,NA,https://en.wikipedia.org/wiki/Kumamoto_Airport,NA
5573,RJFU,medium_airport,Nagasaki Airport,32.916900634799994,129.914001465,15,AS,JP,JP-42,Nagasaki,yes,RJFU,NGS,NA,NA,https://en.wikipedia.org/wiki/Nagasaki_Airport,NA
5576,RJGG,large_airport,Chubu Centrair International Airport,34.8583984375,136.80499267578125,15,AS,JP,JP-23,Tokoname,yes,RJGG,NGO,NA,NA,https://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,NA
5577,RJKA,medium_airport,Amami Airport,28.430599212646484,129.71299743652344,27,AS,JP,JP-46,Amami,yes,RJKA,ASJ,NA,NA,https://en.wikipedia.org/wiki/Amami_Airport,NA
5578,RJKB,medium_airport,Okinoerabu Airport,27.425501,128.701004,101,AS,JP,JP-46,Wadomari,yes,RJKB,OKE,NA,NA,https://en.wikipedia.org/wiki/Okinoerabu_Airport,NA
5579,RJKI,medium_airport,Kikai Airport,28.321300506599997,129.927993774,21,AS,JP,JP-46,Kikai,yes,RJKI,KKX,NA,NA,https://en.wikipedia.org/wiki/Kikai_Airport,NA
5580,RJKN,medium_airport,Tokunoshima Airport,27.836399,128.880997,17,AS,JP,JP-46,Amagi,yes,RJKN,TKN,NA,NA,https://en.wikipedia.org/wiki/Tokunoshima_Airport,NA
5581,RJNA,medium_airport,Nagoya Airport,35.255001068115234,136.9239959716797,52,AS,JP,JP-23,Nagoya,yes,RJNA,NKM,NA,NA,https://en.wikipedia.org/wiki/Nagoya_Airfield,NA
5585,RJNK,medium_airport,Komatsu Airport / JASDF Komatsu Air Base,36.3946,136.406998,36,AS,JP,JP-17,Kanazawa,yes,RJNK,KMQ,NA,NA,https://en.wikipedia.org/wiki/Komatsu_Airport,NA
5586,RJNO,medium_airport,Oki Global Geopark Airport,36.178388,133.323566,311,AS,JP,JP-32,Okinoshima,yes,RJNO,OKI,NA,NA,https://en.wikipedia.org/wiki/Oki_Airport,"oki, okinoshima, geopark, global, sekai"
299238,rjns,large_airport,Mount Fuji Shizuoka Airport,34.796043,138.187752,433,AS,JP,JP-22,Makinohara / Shimada,yes,RJNS,FSZ,NA,http://www.mtfuji-shizuokaairport.jp/english/index.html,https://en.wikipedia.org/wiki/Shizuoka_Airport,NA
5587,RJNT,medium_airport,Toyama Airport,36.64830017089844,137.18800354003906,95,AS,JP,JP-16,Toyama,yes,RJNT,TOY,NA,NA,https://en.wikipedia.org/wiki/Toyama_Airport,NA
5588,RJNW,medium_airport,Noto Satoyama Airport,37.293098,136.962006,718,AS,JP,JP-17,Wajima,yes,RJNW,NTQ,NA,NA,https://en.wikipedia.org/wiki/Noto_Airport,"Noto, Wajima"
5590,RJOA,medium_airport,Hiroshima Airport,34.4361,132.919006,1088,AS,JP,JP-34,Hiroshima,yes,RJOA,HIJ,NA,NA,https://en.wikipedia.org/wiki/Hiroshima_Airport,NA
5591,RJOB,medium_airport,Okayama Momotaro Airport,34.756901,133.854996,806,AS,JP,JP-33,Okayama,yes,RJOB,OKJ,NA,NA,https://en.wikipedia.org/wiki/Okayama_Airport,okayama
5592,RJOC,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,15,AS,JP,JP-32,Izumo,yes,RJOC,IZO,NA,NA,https://en.wikipedia.org/wiki/Izumo_Airport,"izumo, enmusubi, en-musubi"
5594,RJOH,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,35.492199,133.235992,20,AS,JP,JP-31,Yonago,yes,RJOH,YGJ,NA,NA,https://en.wikipedia.org/wiki/Miho-Yonago_Airport,"miho, yonago"
5595,RJOI,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.247238,7,AS,JP,JP-35,Iwakuni,yes,RJOI,IWK,NA,http://www.iwakuni-airport.jp/,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Iwakuni,"mcas iwakuni, iwakuni, kintaikyo"
5596,RJOK,medium_airport,Kochi Ryoma Airport,33.546101,133.669006,42,AS,JP,JP-39,Nankoku,yes,RJOK,KCZ,NA,NA,https://en.wikipedia.org/wiki/K%C5%8Dchi_Airport,"Kochi, Nankoku, RJOK, KCZ"
5597,RJOM,medium_airport,Matsuyama Airport,33.82720184326172,132.6999969482422,25,AS,JP,JP-38,Matsuyama,yes,RJOM,MYJ,NA,NA,https://en.wikipedia.org/wiki/Matsuyama_Airport,NA
5598,RJOO,large_airport,Osaka International Airport,34.785499572753906,135.43800354003906,50,AS,JP,JP-27,Osaka,yes,RJOO,ITM,NA,NA,https://en.wikipedia.org/wiki/Osaka_International_Airport,"OSA, Itami"
5599,RJOR,medium_airport,Tottori Sand Dunes Conan Airport,35.530102,134.167007,65,AS,JP,JP-31,Tottori,yes,RJOR,TTJ,NA,NA,https://en.wikipedia.org/wiki/Tottori_Airport,tottori
5600,RJOS,medium_airport,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132801,134.606995,26,AS,JP,JP-36,Tokushima,yes,RJOS,TKS,NA,NA,https://en.wikipedia.org/wiki/Tokushima_Airport; https://ja.wikipedia.org/wiki/%E5%BE%B3%E5%B3%B6%E9%A3%9B%E8%A1%8C%E5%A0%B4#.E8,Tokushima
5601,RJOT,medium_airport,Takamatsu Airport,34.214199066199996,134.01600647,607,AS,JP,JP-37,Takamatsu,yes,RJOT,TAK,NA,NA,https://en.wikipedia.org/wiki/Takamatsu_Airport,NA
5602,RJOW,medium_airport,Iwami Airport,34.676399231,131.789993286,184,AS,JP,JP-32,Masuda,yes,RJOW,IWJ,NA,NA,https://en.wikipedia.org/wiki/Iwami_Airport,NA
5605,RJSA,medium_airport,Aomori Airport,40.73469924926758,140.6909942626953,664,AS,JP,JP-02,Aomori,yes,RJSA,AOJ,NA,NA,https://en.wikipedia.org/wiki/Aomori_Airport,NA
5606,RJSC,medium_airport,Yamagata Airport,38.4119,140.371002,353,AS,JP,JP-06,Higashine,yes,RJSC,GAJ,NA,NA,https://en.wikipedia.org/wiki/Yamagata_Airport,NA
5607,RJSD,medium_airport,Sado Airport,38.0601997375,138.414001465,88,AS,JP,JP-15,Sado,yes,RJSD,SDS,NA,NA,https://en.wikipedia.org/wiki/Sado_Airport,NA
5608,RJSF,medium_airport,Fukushima Airport,37.22740173339844,140.43099975585938,1221,AS,JP,JP-07,Sukagawa,yes,RJSF,FKS,NA,http://www.fks-ab.co.jp/,https://en.wikipedia.org/wiki/Fukushima_Airport,福島空港
5610,RJSI,medium_airport,Morioka Hanamaki Airport,39.4286,141.134995,297,AS,JP,JP-03,Hanamaki,yes,RJSI,HNA,NA,NA,https://en.wikipedia.org/wiki/Hanamaki_Airport,NA
5611,RJSK,medium_airport,Akita Airport,39.6156005859375,140.218994140625,313,AS,JP,JP-05,Akita,yes,RJSK,AXT,NA,NA,https://en.wikipedia.org/wiki/Akita_Airport,NA
5612,RJSM,medium_airport,Misawa Air Base / Misawa Airport,40.703201,141.367996,119,AS,JP,JP-02,Misawa,yes,RJSM,MSJ,NA,NA,https://en.wikipedia.org/wiki/Misawa_Air_Base,NA
5613,RJSN,medium_airport,Niigata Airport,37.9558982849,139.121002197,29,AS,JP,JP-15,Niigata,yes,RJSN,KIJ,NA,NA,https://en.wikipedia.org/wiki/Niigata_Airport,NA
5614,RJSR,medium_airport,Odate Noshiro Airport,40.191898,140.371002,292,AS,JP,JP-05,Kitaakita,yes,RJSR,ONJ,NA,NA,https://en.wikipedia.org/wiki/Odate-Noshiro_Airport,NA
5615,RJSS,large_airport,Sendai Airport,38.139702,140.917007,15,AS,JP,JP-04,Natori,yes,RJSS,SDJ,NA,NA,https://en.wikipedia.org/wiki/Sendai_Airport,NA
5617,RJSY,medium_airport,Shonai Airport,38.81219863889999,139.787002563,86,AS,JP,JP-06,Shonai,yes,RJSY,SYO,NA,NA,https://en.wikipedia.org/wiki/Shonai_Airport,NA
29783,RJTF,medium_airport,Chofu Airport,35.6717,139.528,141,AS,JP,JP-13,Chofu,yes,RJTF,NA,NA,NA,https://en.wikipedia.org/wiki/Chofu_Airport,NA
5620,RJTH,medium_airport,Hachijojima Airport,33.1150016785,139.785995483,303,AS,JP,JP-13,Hachijojima,yes,RJTH,HAC,NA,NA,https://en.wikipedia.org/wiki/Hachijojima_Airport,NA
5624,RJTO,medium_airport,Oshima Airport,34.782001495399996,139.36000061,130,AS,JP,JP-13,Izu Oshima,yes,RJTO,OIM,NA,NA,https://en.wikipedia.org/wiki/Oshima_Airport,NA
5625,RJTQ,medium_airport,Miyakejima Airport,34.073600769,139.559997559,67,AS,JP,JP-13,Miyakejima,yes,RJTQ,MYE,NA,NA,https://en.wikipedia.org/wiki/Miyakejima_Airport,NA
5627,RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35,AS,JP,JP-13,"Ota, Tokyo",yes,RJTT,HND,NA,http://www.haneda-airport.jp/,https://en.wikipedia.org/wiki/Tokyo_International_Airport,"TYO, Haneda"
302303,RKJB,large_airport,Muan International Airport,34.991406,126.382814,35,AS,KR,KR-46,Piseo-ri (Muan),yes,RKJB,MWX,NA,http://muan.airport.co.kr/doc/muan_eng/,https://en.wikipedia.org/wiki/Muan_International_Airport,"Gwangju, Mokpo, Muan, MWX, RKJB"
5630,RKJJ,medium_airport,Gwangju Airport,35.123173,126.805444,39,AS,KR,KR-29,Gwangju,yes,RKJJ,KWJ,NA,http://gwangju.airport.co.kr/doc/gwangju/index.jsp,https://en.wikipedia.org/wiki/Gwangju_Airport,NA
5631,RKJK,large_airport,Kunsan Air Base,35.90380096435547,126.61599731445312,29,AS,KR,KR-45,Kunsan,yes,RKJK,KUV,NA,NA,https://en.wikipedia.org/wiki/Gunsan_Airport,NA
5634,RKJY,medium_airport,Yeosu Airport,34.84230041503906,127.61699676513672,53,AS,KR,KR-46,Yeosu,yes,RKJY,RSU,NA,NA,https://en.wikipedia.org/wiki/Yeosu_Airport,NA
5637,RKNW,medium_airport,Wonju/Hoengseong Air Base (K-38/K-46),37.441201,127.963858,329,AS,KR,KR-42,Wonju,yes,RKNW,WJU,NA,http://wonju.airport.co.kr/,https://en.wikipedia.org/wiki/Wonju_Airport; https://en.wikipedia.org/wiki/List_of_airports_in_South_Korea,"Wonju, Hoengseong Air Base, K-38, K-46, WJU, RKNW, RKNH"
5638,RKNY,medium_airport,Yangyang International Airport,38.061298,128.669006,241,AS,KR,KR-42,Gonghang-ro,yes,RKNY,YNY,NA,NA,https://en.wikipedia.org/wiki/Yangyang_International_Airport,"RKNY, YNY, Yangyang, Gonghang"
5639,RKPC,large_airport,Jeju International Airport,33.51129913330078,126.49299621582031,118,AS,KR,KR-49,Jeju City,yes,RKPC,CJU,NA,NA,https://en.wikipedia.org/wiki/Jeju_International_Airport,NA
5642,RKPK,large_airport,Gimhae International Airport,35.1795005798,128.93800354,6,AS,KR,KR-26,Busan,yes,RKPK,PUS,NA,http://gimhae.airport.co.kr/eng/index.jsp,https://en.wikipedia.org/wiki/Gimhae_International_Airport,"Kimhae, Pusan"
5643,RKPS,medium_airport,Sacheon Air Base/Airport,35.088591,128.071747,25,AS,KR,KR-48,Sacheon,yes,RKPS,HIN,NA,NA,https://en.wikipedia.org/wiki/Sacheon_Airport,NA
5644,RKPU,medium_airport,Ulsan Airport,35.59349823,129.352005005,45,AS,KR,KR-31,Ulsan,yes,RKPU,USN,NA,NA,https://en.wikipedia.org/wiki/Ulsan_Airport,NA
